,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y,label
46,9.928,14.435,11.637,14.455,15.411,7.273,9.359,7.395,13.601,5.341,6.999,10.396,8.077,-6.063,-10.783,37.964,1.302,1.251,-3.184,3.866,1.088,2.279,-3.367,1.19,5.28,-0.488,-4.313,-1.343,-2.492,-3.967,-8.555,34.76,12.207,14.882,4.812,10.386,-0.905,11.495,13.713,3.225,5.615,3.398,-0.773,5.819,5.361,5.666,-2.97,7.222,0.529,3.021,-1.79,0.865,1.872,1.75,-2.085,-2.909,2.452,-1.434,-4.72,0.773,1.2,1.373,13.885,13.652,1
47,10.417,14.435,11.149,12.99,14.435,7.273,8.87,7.884,14.089,7.294,7.975,10.885,8.565,6.632,-5.9,42.358,2.279,1.74,-2.696,3.377,1.088,2.279,-3.367,1.19,6.256,0.488,-3.337,-1.343,-2.492,-5.92,-9.043,35.736,11.719,14.882,4.812,10.386,-3.835,13.448,13.224,3.713,6.592,5.351,1.18,5.819,5.361,3.713,-1.017,7.711,1.506,2.533,-1.79,0.865,2.36,2.238,-2.574,-2.909,2.94,-0.946,-5.697,1.261,1.689,1.862,13.885,14.14,1
48,8.952,12.482,10.661,10.061,11.993,5.809,6.429,6.907,14.089,7.782,8.952,10.885,8.077,16.886,2.889,42.847,3.255,2.228,-1.231,1.424,1.088,1.79,-3.367,0.702,7.233,0.488,-2.848,-1.343,-2.492,-7.874,-9.043,34.271,9.766,11.953,4.812,8.921,-3.347,12.96,11.271,3.225,7.08,6.327,4.598,4.842,4.384,0.783,-0.041,6.734,2.482,2.045,-1.79,-0.6,1.872,2.238,-3.55,-3.886,2.452,-1.434,-6.673,0.773,1.689,1.373,14.374,14.14,1
49,6.51,9.552,10.661,7.131,9.064,3.367,3.499,5.442,14.089,5.829,9.44,10.396,7.1,15.422,9.725,39.429,3.743,1.74,-0.254,-1.017,1.577,1.302,-3.367,-0.275,7.721,-1.465,-2.848,-1.831,-2.492,-8.362,-8.555,30.365,8.301,7.07,4.812,5.992,0.559,10.518,7.853,1.272,6.592,4.862,7.039,2.889,3.408,-2.146,0.448,4.293,2.97,1.068,-1.302,-1.577,1.872,1.75,-4.038,-4.374,1.475,-1.434,-6.673,0.773,1.689,1.373,14.862,14.628,1
50,4.557,6.134,11.637,4.69,7.599,0.926,1.058,3.001,15.066,1.923,9.44,8.931,7.1,1.75,10.701,35.034,4.232,0.275,0.722,-3.459,2.065,1.302,-2.879,-1.251,8.209,-3.906,-2.848,-0.854,-1.516,-6.897,-7.579,27.435,8.301,2.675,5.788,3.062,6.907,5.147,4.924,-1.17,6.592,0.468,7.528,1.424,2.92,-3.611,-0.041,1.851,2.97,0.58,-0.814,-2.065,2.36,1.261,-3.55,-4.374,0.498,-0.458,-5.697,0.285,2.177,0.885,15.35,15.116,1
51,4.557,4.669,14.079,2.736,8.087,-0.051,1.058,1.536,16.042,-1.984,10.417,7.955,7.1,-15.828,6.307,33.081,4.72,-1.19,0.722,-4.924,2.553,0.814,-1.902,-1.251,7.233,-5.371,-2.36,0.122,-0.539,-4.456,-5.625,26.947,9.766,-0.743,7.253,0.621,12.767,0.753,3.459,-2.635,7.08,-4.415,7.039,-0.041,2.92,-4.588,-0.041,0.387,3.459,0.092,0.651,-2.065,2.848,0.773,-1.597,-3.398,0.01,0.519,-3.743,0.773,3.153,1.373,16.327,15.605,1
52,6.51,5.157,16.52,2.248,10.04,-0.051,2.523,1.536,17.507,-3.448,11.882,7.467,8.565,-26.082,0.936,35.034,5.697,-2.167,1.211,-5.9,2.553,-0.163,-0.926,-1.251,6.744,-4.395,-0.895,1.099,0.437,-2.014,-3.184,28.9,12.695,-0.743,9.206,0.132,16.184,-1.2,3.947,-3.123,8.545,-7.833,6.551,0.448,4.384,-6.053,0.936,0.875,3.947,-0.885,2.116,-1.088,3.337,0.285,-0.132,-1.444,0.498,1.495,-2.279,0.773,3.642,1.373,17.303,16.581,1
53,9.928,7.599,18.473,2.736,12.482,1.414,4.476,3.001,18.483,-2.96,14.323,7.955,9.542,-23.153,-0.041,38.94,6.673,-2.655,1.699,-6.388,3.042,-1.139,-0.437,-1.251,6.256,-2.93,1.058,1.587,1.414,-1.038,-1.719,31.83,16.113,2.187,10.183,2.085,16.673,0.264,6.877,-1.658,10.986,-8.321,7.039,1.912,5.849,-7.029,2.401,2.828,4.924,-1.862,3.581,-1.088,3.825,-0.692,1.821,0.02,1.475,1.984,-1.302,0.773,4.13,0.885,18.28,18.046,1
54,12.858,10.529,19.45,3.713,14.435,3.367,6.429,4.954,19.46,-0.031,17.253,8.931,10.518,-11.434,3.377,41.382,7.65,-2.655,2.675,-6.388,2.065,-2.116,0.051,-1.74,5.768,-1.465,2.035,1.099,0.926,-1.526,-1.231,34.76,18.555,7.07,11.159,4.527,15.208,3.682,9.806,-0.193,13.428,-6.368,9.481,3.377,7.314,-7.029,2.889,5.269,5.412,-3.326,4.557,-1.577,3.825,-1.668,2.797,0.02,1.963,1.495,-1.79,0.285,3.642,-0.092,18.768,18.534,1
55,14.323,12.482,19.938,5.666,15.411,4.832,7.894,6.419,19.948,2.411,18.717,9.42,10.518,-1.18,8.748,42.358,8.138,-2.655,3.164,-6.388,1.577,-3.581,-0.437,-3.204,4.303,-2.93,1.546,-0.366,-0.051,-3.967,-1.719,36.224,18.555,11.953,11.159,6.48,14.231,6.612,12.736,1.76,14.404,-3.438,11.434,4.842,7.802,-6.541,2.401,7.222,4.924,-4.303,4.069,-3.53,3.825,-2.157,2.309,-1.933,2.452,0.031,-3.743,-1.18,2.665,-1.068,18.768,18.534,1
56,14.811,13.458,19.938,6.154,15.9,5.809,7.894,6.907,19.948,3.876,18.717,10.396,10.03,1.261,11.678,41.87,7.65,-3.632,2.675,-7.365,0.6,-4.557,-1.414,-4.669,2.35,-4.883,-0.407,-2.319,-2.004,-6.409,-3.672,36.224,17.578,14.394,10.671,7.456,14.72,8.077,13.224,2.248,14.404,-2.462,12.41,5.33,8.291,-5.076,0.936,8.687,3.947,-5.28,2.604,-5.483,3.337,-2.645,0.844,-3.886,2.452,-1.923,-6.185,-2.645,1.2,-2.533,18.28,18.534,1
57,13.835,12.97,19.45,5.666,15.411,5.809,7.406,6.419,19.46,3.387,17.741,10.885,9.054,-3.133,9.725,42.358,7.161,-3.632,1.699,-7.365,0.112,-4.557,-2.879,-6.134,1.373,-7.812,-3.337,-4.272,-3.957,-8.85,-6.114,35.248,16.602,14.394,9.694,7.456,16.673,7.589,12.736,2.248,13.916,-2.462,11.434,5.33,8.779,-4.1,-0.529,8.199,2.482,-5.28,0.163,-5.971,2.848,-3.133,-1.597,-5.839,2.452,-3.387,-8.138,-3.621,0.712,-3.021,18.28,18.046,1
58,12.858,12.482,18.473,4.69,14.923,5.32,6.429,5.442,18.972,2.899,15.299,10.885,8.077,-6.063,5.819,42.358,6.185,-3.143,0.722,-7.365,-0.376,-3.581,-3.367,-5.646,0.885,-8.789,-5.778,-5.249,-5.422,-9.827,-7.579,34.271,15.625,11.464,8.718,6.48,17.161,6.612,11.759,1.76,12.939,-2.95,9.481,4.842,8.291,-4.1,-1.017,7.711,2.482,-4.791,-0.814,-5.971,2.36,-2.645,-4.038,-6.327,2.452,-4.364,-9.603,-3.621,0.224,-2.533,17.303,17.558,1
59,10.905,11.017,17.008,4.201,13.947,3.855,5.941,4.954,18.483,2.411,13.346,10.885,8.565,-2.157,1.424,41.382,5.697,-1.678,-0.254,-5.9,-0.376,-2.116,-3.855,-4.669,1.862,-7.812,-6.755,-4.272,-5.422,-9.827,-9.043,32.806,15.137,8.046,7.741,5.992,14.72,6.124,10.295,1.272,11.963,-2.462,7.039,4.842,8.291,-5.564,-0.529,6.734,3.459,-3.815,-1.302,-4.506,2.36,-1.668,-4.527,-5.351,2.452,-4.364,-10.091,-2.645,0.224,-2.045,15.35,15.605,1
60,8.952,10.04,14.079,5.666,12.97,3.367,5.941,4.954,17.995,3.387,10.417,11.373,9.054,7.121,-1.017,38.452,5.208,-0.214,-0.254,-4.435,0.112,-0.651,-3.367,-2.716,3.326,-5.371,-5.778,-2.808,-4.934,-8.85,-9.043,30.853,14.16,6.093,7.253,5.992,8.86,6.612,9.318,0.783,11.475,-0.02,5.086,4.842,7.802,-7.029,-0.041,6.246,3.947,-1.862,-0.814,-2.553,2.36,-0.692,-4.038,-3.886,2.452,-3.387,-9.603,-0.692,0.712,-1.068,11.932,12.187,1
61,7.487,10.04,11.637,7.619,12.482,2.879,6.429,4.954,17.507,3.876,8.464,11.373,10.03,14.933,-1.994,34.546,4.72,0.763,-0.254,-1.994,0.6,0.814,-2.391,-0.763,4.791,-3.906,-4.313,-0.366,-3.469,-7.874,-8.067,28.412,12.207,6.093,7.253,6.48,3.001,7.589,8.83,0.295,11.475,2.421,3.621,4.842,7.802,-8.006,-0.529,5.758,3.947,0.092,0.163,-1.088,2.36,0.285,-2.085,-2.421,2.452,-1.923,-8.626,0.773,1.2,-0.58,8.514,8.28,1
62,6.51,9.552,10.173,9.572,11.993,2.879,6.917,5.442,17.507,4.364,7.487,11.861,10.03,15.422,-2.482,32.104,4.72,1.251,-0.254,-0.041,1.088,1.302,-1.902,0.702,5.28,-2.441,-3.825,1.587,-2.004,-6.897,-7.09,25.97,10.742,8.046,7.253,7.456,0.071,8.077,8.341,-0.193,10.986,3.398,3.133,4.842,7.314,-6.541,-1.506,5.758,2.97,2.533,0.163,-0.112,1.872,0.773,-1.109,-1.444,1.963,-0.946,-7.65,2.238,2.177,-0.092,6.073,5.839,1
63,6.022,10.04,10.661,9.572,11.505,3.367,7.406,5.931,17.995,4.364,7.487,11.373,9.542,6.144,-2.482,31.128,4.72,0.763,-0.254,1.424,1.088,1.79,-1.414,1.678,4.303,-1.465,-4.313,3.052,-1.027,-5.432,-6.114,24.506,9.277,9.023,7.253,7.456,1.536,8.077,8.341,-0.682,10.986,2.421,3.133,4.842,7.314,-3.123,-1.994,6.246,1.506,3.998,-0.326,1.353,1.872,0.773,-1.109,-0.956,1.963,0.519,-6.673,3.215,2.665,-0.092,5.096,5.351,1
64,6.022,11.017,12.126,8.596,11.017,3.367,7.894,5.931,17.995,3.876,9.44,10.885,9.054,-8.016,-0.529,31.616,4.72,-0.214,-0.254,2.401,1.088,2.279,-1.902,2.655,3.326,-0.488,-6.266,3.54,-0.539,-4.456,-6.114,22.552,8.789,9.511,6.765,7.456,6.419,8.077,7.365,-0.682,10.986,-0.02,4.598,4.842,7.314,1.272,-2.482,6.246,1.017,3.998,-0.814,2.818,1.872,0.773,-2.085,0.02,1.475,1.007,-5.208,3.703,3.642,0.397,6.073,6.327,1
65,6.022,11.505,13.102,7.131,11.505,3.367,7.894,6.419,17.995,3.387,11.393,10.885,9.054,-18.27,3.866,31.616,5.697,-0.702,-0.254,2.889,1.088,2.279,-1.902,2.655,2.35,0.488,-7.731,4.028,-0.539,-3.479,-6.114,21.576,8.789,9.023,5.788,7.456,10.813,7.1,7.365,-0.682,10.986,-2.462,6.063,5.33,6.826,4.201,-3.459,6.246,1.017,2.533,-1.302,3.306,1.383,0.285,-3.062,0.02,1.475,1.007,-4.232,3.703,3.642,0.397,7.538,7.304,1
66,6.51,11.993,12.614,6.643,11.993,3.367,8.382,6.419,17.995,2.899,12.37,10.885,8.565,-19.735,7.772,31.128,5.697,-0.702,-0.743,2.401,0.6,1.302,-2.391,2.655,1.373,0.977,-7.243,3.052,-1.027,-2.991,-6.114,22.064,9.766,9.023,5.3,7.456,11.302,7.1,7.853,-0.193,10.986,-3.438,7.039,6.307,7.314,5.178,-3.947,6.734,1.017,1.068,-1.79,2.818,1.383,-0.692,-3.55,0.02,0.987,0.519,-3.743,3.215,3.153,-0.092,8.026,7.792,1
67,8.464,13.458,12.126,8.108,12.482,4.344,8.87,6.907,17.507,3.387,11.393,10.885,8.565,-13.387,8.26,31.616,5.208,-0.702,-1.719,0.936,0.112,-0.163,-3.367,1.19,1.373,0.0,-5.778,1.587,-2.004,-3.479,-5.625,24.017,10.742,10.0,5.3,8.433,9.349,7.1,9.318,0.783,10.498,-1.973,6.551,7.284,7.802,1.76,-4.435,7.711,0.529,-0.397,-1.79,1.353,0.895,-0.692,-3.062,-1.444,1.475,-0.458,-3.743,2.238,2.177,-1.068,9.003,8.769,1
68,10.905,14.923,11.637,10.061,13.458,5.32,9.847,7.395,17.507,3.876,8.952,11.373,8.077,-3.621,4.842,34.058,4.232,-0.702,-2.696,-0.529,-0.865,-1.628,-3.855,-0.275,1.373,-1.465,-3.825,0.122,-2.981,-5.432,-5.625,27.435,12.207,11.464,5.3,9.41,6.907,8.077,11.271,1.272,9.521,-0.509,5.086,7.284,8.291,-3.123,-3.947,9.176,0.041,-0.397,-1.79,-0.6,0.407,-1.18,-2.085,-2.909,1.475,-1.923,-4.232,0.773,0.712,-2.045,10.956,10.722,1
69,12.858,15.9,12.614,10.549,14.435,6.785,10.335,7.395,17.019,4.364,6.999,10.885,7.1,2.726,0.448,37.964,2.279,-0.702,-3.672,-1.994,-1.841,-2.116,-4.832,-1.74,0.397,-3.418,-3.337,-2.319,-4.445,-7.385,-6.114,30.853,13.184,12.929,5.788,9.898,5.442,8.565,13.224,1.272,8.545,0.468,3.133,7.284,8.779,-7.517,-2.482,9.664,0.041,-0.397,-2.279,-1.577,-0.081,-1.18,-1.597,-4.374,1.475,-3.387,-5.697,-0.692,-0.264,-3.021,13.885,13.652,1
70,11.882,15.9,12.614,10.061,14.435,7.273,10.335,6.419,16.042,3.876,5.534,10.396,6.612,2.238,-1.994,41.382,1.302,-0.702,-3.672,-2.482,-2.33,-1.628,-5.32,-2.228,-0.092,-3.906,-3.825,-3.784,-5.422,-9.827,-7.579,32.318,13.184,12.441,4.812,9.41,5.442,8.565,12.736,0.295,7.08,0.468,2.157,6.795,8.291,-9.471,-1.017,9.176,0.041,0.58,-2.767,-2.065,-0.57,-0.692,-2.085,-5.839,0.987,-4.364,-7.65,-1.668,-1.241,-3.021,15.839,15.605,1
71,9.44,14.435,11.149,7.619,12.97,6.297,9.847,5.442,14.577,2.899,4.069,10.396,6.124,-2.157,-1.994,42.847,0.326,-0.702,-3.672,-1.994,-2.33,-1.139,-5.809,-2.228,-0.58,-3.418,-5.29,-4.272,-6.399,-11.292,-9.532,31.342,11.23,10.976,2.858,7.945,4.954,8.077,11.271,-0.682,5.615,-0.509,1.668,5.33,6.826,-8.006,-0.529,7.222,0.529,1.068,-3.255,-1.577,-1.058,-0.203,-4.527,-6.327,0.01,-4.852,-8.626,-1.668,-1.241,-2.533,15.35,15.116,1
72,5.534,11.993,8.219,5.666,10.529,4.344,9.359,3.977,12.624,1.923,2.604,10.396,6.124,-6.551,-1.506,40.894,-0.163,-0.702,-4.649,-1.506,-2.33,-0.651,-6.297,-2.228,-0.58,-1.953,-7.731,-4.761,-7.375,-11.78,-10.508,27.435,7.324,8.535,-0.071,5.992,2.024,6.612,8.341,-1.658,3.662,-1.973,0.692,4.354,5.361,-6.053,-1.994,5.269,-0.448,1.068,-4.232,-1.577,-2.035,-0.203,-7.456,-6.327,-0.478,-5.341,-9.603,-1.18,-1.729,-2.533,11.932,11.698,1
73,2.604,10.04,5.29,3.713,8.087,2.391,9.359,3.489,10.671,0.458,1.139,10.396,6.124,-7.528,-2.97,37.964,-1.139,-0.702,-6.114,-1.994,-2.818,-1.139,-7.762,-2.228,-0.58,-2.441,-9.196,-5.249,-8.352,-11.78,-11.485,23.529,3.906,7.07,-2.513,4.527,-2.37,5.147,6.877,-2.146,2.197,-2.462,-0.773,3.377,3.896,-5.076,-5.9,3.805,-1.424,0.092,-6.185,-2.553,-2.035,0.285,-9.41,-6.816,-0.966,-6.317,-10.091,-1.668,-2.706,-3.51,8.026,7.792,1
74,3.581,9.552,5.29,2.736,6.622,1.902,9.847,3.489,10.671,-0.031,-0.326,10.396,6.612,-4.598,-6.877,36.499,-1.628,-1.19,-8.067,-3.459,-3.306,-2.604,-9.226,-3.693,-1.068,-3.906,-10.661,-5.737,-9.328,-12.268,-12.461,22.064,2.93,7.07,-3.001,4.038,-4.812,4.171,6.877,-2.635,1.709,-2.95,-2.238,3.377,3.896,-6.541,-9.318,3.805,-3.377,-1.373,-7.65,-4.018,-2.035,-0.203,-10.874,-6.816,-0.966,-8.27,-11.556,-2.645,-4.171,-3.998,6.561,6.327,1
75,6.999,11.505,8.219,2.736,7.111,1.902,10.335,4.466,11.648,-0.031,0.163,10.396,6.124,-0.692,-9.806,37.476,-1.628,-1.678,-9.043,-6.388,-4.283,-4.069,-10.691,-5.157,-2.533,-5.371,-11.149,-7.202,-11.281,-14.221,-13.438,23.529,5.371,8.046,-1.048,4.038,-2.37,4.171,9.318,-2.635,2.686,-2.95,-2.726,3.866,5.849,-8.982,-10.783,4.781,-3.866,-2.838,-9.115,-5.483,-1.546,-0.692,-11.851,-6.816,-0.478,-9.735,-13.509,-4.598,-5.636,-4.974,9.979,9.257,1
76,11.393,13.947,13.59,3.713,10.04,2.879,10.824,6.419,14.089,0.946,3.092,10.885,7.1,1.75,-7.853,41.382,-0.163,-2.167,-7.579,-8.83,-4.283,-5.046,-11.18,-6.134,-3.998,-6.348,-10.173,-8.667,-12.258,-15.686,-15.391,28.412,10.254,10.0,2.858,5.503,4.466,5.147,11.759,-1.658,5.127,-3.438,-0.285,4.842,7.314,-9.471,-7.853,6.734,-3.377,-4.791,-8.138,-5.971,-0.57,-0.692,-11.363,-7.792,0.498,-10.712,-15.462,-6.063,-6.124,-4.974,15.839,16.093,1
77,14.323,16.876,17.985,6.643,12.97,4.344,11.312,8.372,16.53,2.411,7.487,11.861,8.077,1.75,-1.017,46.265,1.79,-1.678,-4.649,-9.318,-3.794,-5.046,-10.203,-6.134,-4.974,-4.883,-7.731,-8.667,-12.258,-17.151,-15.879,32.806,15.137,11.464,6.765,7.456,12.278,7.1,14.201,-0.193,7.568,-3.438,4.11,6.307,8.779,-7.029,-2.482,8.199,-1.424,-5.768,-6.185,-5.483,0.407,-0.692,-9.898,-8.28,1.475,-11.2,-15.951,-6.551,-6.124,-4.974,22.675,22.929,1
78,15.788,19.318,20.915,10.549,15.411,5.32,12.288,10.325,18.483,4.364,11.393,13.326,9.542,0.773,6.795,50.659,4.232,-0.702,-1.231,-8.341,-2.818,-4.069,-8.25,-5.646,-5.463,-3.418,-4.313,-8.179,-11.281,-16.663,-13.926,35.736,18.066,12.441,8.718,9.41,17.161,9.054,15.666,1.76,9.521,-2.462,8.016,8.26,9.267,-3.611,3.377,9.176,0.529,-5.768,-2.767,-4.506,1.383,-0.203,-7.456,-8.28,1.963,-10.223,-14.486,-6.063,-5.147,-4.486,26.581,26.835,1
79,15.788,20.294,20.915,13.967,16.388,6.785,12.777,11.79,19.46,5.341,13.346,14.303,10.518,0.773,11.678,52.124,5.697,0.275,1.699,-5.9,-1.353,-3.581,-5.809,-4.669,-4.486,-1.465,-0.895,-6.226,-8.84,-14.709,-10.997,36.713,19.043,13.418,9.694,11.363,18.138,10.518,16.154,3.713,10.498,-0.509,9.969,9.725,9.755,-1.17,6.307,10.152,1.506,-5.28,-0.814,-4.018,1.872,-0.203,-5.015,-7.304,2.452,-8.27,-11.556,-5.086,-3.194,-3.998,27.557,27.323,1
80,15.299,19.806,19.938,14.455,15.411,6.785,13.265,11.79,19.46,5.829,13.835,14.791,11.007,0.773,11.678,50.171,5.697,0.763,2.187,-4.435,-0.865,-3.092,-4.344,-3.693,-3.021,-1.465,1.058,-4.761,-7.375,-12.268,-7.579,35.736,17.578,13.418,9.206,11.363,15.208,10.518,15.666,3.713,10.01,0.468,8.993,9.725,8.779,-0.682,6.795,9.664,1.506,-4.791,0.163,-3.53,1.872,-0.203,-3.062,-6.816,1.963,-6.317,-8.138,-4.11,-2.218,-3.998,26.581,26.347,1
81,15.299,18.341,18.473,11.525,12.97,5.809,12.288,9.837,19.46,4.852,12.858,14.303,10.03,0.773,8.26,46.753,5.208,0.763,1.699,-4.435,-0.865,-3.581,-3.855,-3.693,-2.045,-2.93,1.058,-3.784,-6.399,-10.315,-5.625,34.271,15.625,12.441,8.718,10.386,12.767,9.542,14.689,2.248,9.521,0.956,7.528,8.748,8.291,-2.146,4.354,8.199,1.994,-3.815,0.163,-3.53,1.383,-0.692,-2.085,-5.839,1.475,-5.341,-5.697,-3.621,-1.729,-3.998,25.116,24.882,1
82,14.323,16.876,18.473,7.131,11.017,3.367,10.335,6.907,18.972,3.387,12.37,11.861,9.054,0.285,6.307,44.312,5.208,-0.702,1.211,-5.412,-0.376,-4.069,-4.344,-3.693,-1.556,-3.906,-0.407,-3.784,-6.399,-9.827,-5.625,32.806,14.648,10.488,8.23,7.456,11.79,8.077,13.224,-0.682,9.033,-0.02,7.039,5.819,6.826,-3.611,2.401,6.246,2.482,-3.326,-0.326,-3.53,1.872,-1.18,-2.085,-4.862,0.01,-4.852,-5.208,-3.133,-1.241,-3.998,25.116,24.882,1
83,12.37,13.947,18.473,4.201,9.064,0.926,7.406,3.977,18.972,1.923,13.346,9.908,8.565,-0.692,7.772,44.312,6.185,-1.678,2.187,-5.412,0.6,-3.581,-3.367,-3.693,-1.068,-3.418,-0.407,-3.296,-5.91,-9.338,-7.09,31.83,14.16,8.046,8.23,4.527,13.743,6.612,10.783,-2.635,9.033,-0.997,8.016,2.889,5.361,-4.1,2.401,3.805,4.435,-1.862,1.139,-2.065,2.36,-1.668,-1.109,-4.374,-1.455,-3.876,-4.232,-2.645,-0.753,-3.51,25.604,25.859,1
84,10.417,12.482,18.962,3.713,8.087,-1.027,5.452,1.536,18.972,1.923,14.811,8.443,8.077,0.285,11.19,46.753,7.65,-1.19,4.14,-4.435,2.065,-1.628,-0.926,-1.74,-0.092,-0.977,1.546,-1.831,-4.445,-8.362,-7.579,31.342,14.648,6.093,8.718,3.55,15.696,7.1,8.83,-3.611,9.033,-0.997,10.946,0.448,4.384,-2.635,4.842,1.851,7.365,-0.397,4.069,-0.6,3.337,-1.668,0.844,-2.909,-2.92,-2.411,-3.255,-1.18,0.712,-1.556,26.581,26.835,1
85,9.928,11.993,19.45,6.643,9.064,-1.516,5.452,1.048,19.46,2.899,15.788,8.443,8.565,2.238,13.143,50.171,9.115,-0.214,7.07,-1.506,4.018,0.326,2.004,0.702,1.373,2.441,5.452,0.61,-1.516,-5.92,-5.625,32.806,15.137,5.605,9.694,4.038,16.673,9.054,8.83,-3.123,9.521,1.444,12.899,-0.041,3.896,-0.193,8.748,1.363,10.295,2.045,7.975,2.33,3.825,-0.692,4.262,-0.468,-3.408,0.519,-0.326,0.773,3.642,-0.092,27.557,27.812,1
86,11.393,13.458,21.403,10.549,10.529,-0.051,6.917,2.513,20.437,5.341,16.276,9.42,9.054,4.191,11.678,51.636,9.603,1.74,9.023,0.936,5.483,2.279,4.934,3.632,3.326,6.348,9.359,3.54,1.902,-2.502,-1.719,35.248,16.602,7.07,11.159,6.48,16.184,11.983,10.295,-1.17,10.01,4.862,13.875,0.936,4.873,2.736,12.166,2.828,11.759,3.998,10.417,5.259,4.313,0.285,8.169,2.95,-2.92,3.448,3.581,3.703,6.571,1.373,29.51,29.277,1
87,15.299,16.388,23.844,13.479,12.482,1.902,8.87,4.466,21.901,7.782,16.764,10.885,9.542,4.679,8.748,51.147,9.603,3.204,10.0,2.889,5.971,3.743,6.399,5.585,4.791,9.766,11.8,5.981,4.344,1.404,2.187,38.666,18.066,9.511,12.624,9.41,15.208,14.425,13.713,0.295,10.498,7.304,14.364,2.401,6.337,4.69,13.631,4.781,11.759,5.463,10.905,7.212,4.313,1.261,10.61,5.88,-1.943,5.402,6.999,6.144,8.525,1.862,31.952,31.718,1
88,19.206,18.829,27.262,13.967,14.435,3.367,10.824,5.931,23.855,8.759,17.253,11.373,11.007,2.726,7.772,49.194,9.115,3.204,9.511,2.889,5.483,3.255,6.399,6.073,5.28,11.719,10.824,7.446,5.32,3.357,5.117,41.107,20.02,11.464,14.577,10.386,15.696,15.889,16.154,0.783,11.963,7.304,14.852,3.866,8.291,5.666,13.143,7.222,11.271,5.463,10.417,8.189,3.825,1.261,11.098,7.833,-0.966,6.378,8.952,6.632,9.013,1.862,34.393,34.159,1
89,20.182,19.806,29.215,12.502,15.9,3.855,12.288,6.419,25.319,8.759,18.717,11.373,12.472,1.261,10.213,47.241,9.115,2.228,8.535,0.936,4.995,2.767,5.422,5.585,5.28,11.719,8.382,7.446,4.832,3.357,5.605,41.595,20.996,12.441,16.53,10.386,18.626,15.889,16.642,0.295,13.428,4.862,15.828,4.354,9.755,5.666,11.19,8.199,11.271,4.486,9.44,7.212,4.313,0.773,10.61,8.321,0.01,5.89,8.952,6.632,8.525,1.373,35.37,35.136,1
90,18.717,18.829,28.727,11.037,15.9,2.879,12.288,5.931,24.831,7.294,20.182,10.885,13.448,2.238,15.584,45.776,9.603,1.251,8.046,-0.041,4.506,1.79,4.445,4.608,4.791,9.277,6.429,6.958,3.855,2.38,3.652,39.642,21.484,12.929,16.53,8.921,21.556,14.425,15.666,-0.682,14.404,2.421,17.782,3.866,9.755,4.69,9.725,8.199,11.271,3.51,8.952,5.747,4.313,0.285,9.145,6.856,0.01,4.913,8.464,5.656,7.548,0.885,33.417,33.183,1
91,15.299,16.876,25.309,9.572,14.435,1.414,11.312,4.954,23.366,6.317,20.182,10.885,13.936,6.632,19.979,44.8,9.603,0.763,7.558,-0.529,4.506,1.79,3.957,4.12,4.791,6.348,4.964,6.47,2.879,1.892,1.211,35.736,20.508,12.929,14.577,7.456,23.02,13.448,12.736,-0.682,14.404,1.933,18.27,3.377,8.779,3.225,8.748,6.734,10.783,3.51,8.464,4.283,4.801,-0.203,7.68,5.391,-0.478,3.937,6.999,5.168,7.06,0.397,29.022,28.788,1
92,11.882,14.923,21.403,8.596,12.482,-0.539,10.335,3.977,20.437,6.317,19.206,10.885,13.936,11.027,20.955,42.358,8.626,2.228,7.07,0.448,4.506,2.279,3.469,4.608,5.28,4.883,4.964,6.47,2.391,1.404,-1.719,31.83,18.066,12.441,11.159,6.968,21.067,12.96,9.806,0.295,12.939,3.886,17.293,2.401,7.802,2.248,8.26,5.269,9.806,5.463,7.487,4.283,4.313,0.285,6.215,4.415,-0.966,3.448,6.022,5.656,6.571,0.397,24.139,23.905,1
93,9.928,14.435,17.497,7.619,10.529,-1.027,8.87,3.977,17.507,7.294,16.764,11.373,12.96,11.515,18.026,39.429,7.161,3.693,5.605,2.889,4.018,3.255,2.981,6.073,5.768,5.859,3.988,6.958,1.902,1.892,-3.184,29.877,15.625,11.953,7.741,7.456,17.649,13.448,8.341,1.76,10.986,6.816,14.364,2.401,7.314,3.225,7.772,4.293,8.341,7.416,6.022,6.724,3.337,1.261,3.774,4.903,-1.455,3.937,5.534,6.632,6.083,0.397,20.721,20.487,1
94,9.44,14.923,15.544,8.108,9.552,-0.051,8.382,4.466,15.554,8.27,13.835,12.349,11.983,6.632,13.143,36.987,5.697,4.669,3.652,4.354,3.042,4.72,2.004,8.026,6.744,9.277,2.035,7.446,1.414,1.892,-3.672,29.877,13.672,11.464,5.788,8.433,13.743,13.936,8.83,3.225,9.033,7.792,11.434,3.377,7.802,5.178,5.819,4.293,6.388,9.857,3.581,9.165,2.36,2.238,1.333,6.368,-1.943,4.425,5.046,7.609,5.595,0.885,19.257,19.023,1
